"","...1","program","parent_project","project","station_name","year","month","date","collection_time","collection_depth","unit_collection_depth","collection_replicate","lab_replicate","tox_batch","matrix_name","method_name","tox_test_dur_code","organism_name","analyte","unit","wq_source","time_point_name","result","result_qual_code","tox_result_qa_code","qa_code","sample_agency","group_samples","collection_method_name","latitude","longitude","collection_device_description","position_water_column","tie_narrative","dilution","tox_point_method","treatment","unit_treatment","treatment_concentration","lab_agency","submitting_agency","tox_batch_start_date","ref_tox_batch","organism_age_at_test_start","occupation_method","starting_bank","distance_from_bank","unit_distance_from_bank","stream_width","unit_stream_width","station_water_depth","unit_station_water_depth","hydro_mod","hydro_mod_loc","pct_control","rep_count","mean","std_dev","stat_method","probability","alphalevel","eval_threshold","msd","sig_effect_code","channel_width","upstream_length","downstream_length","total_reach","calculated_value","percent_effect","dw_analyte_name","data_quality","data_quality_indicator","datum","year_num"
"2725",34480,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Bend Bridge","1998","11","17",1899-12-30 17:10:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",8.16,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.2886,-122.1856,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2726",34481,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Bend Bridge","1998","12","14",1899-12-30 13:10:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_121698","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.21,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.2886,-122.1856,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2727",34482,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Bend Bridge","1998","12","14",1899-12-30 13:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_121698","samplewater","Not Recorded","7 days","Pimephales promelas","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.2886,-122.1856,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,17.5,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","MetaData",NA,"NAD83",1998
"2728",34483,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Bend Bridge","1998","12","14",1899-12-30 13:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_121698","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 1",7.93,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.2886,-122.1856,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NAD83",1998
"2729",34484,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","06","23",1899-12-30 09:00:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_062598","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NR",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2730",34485,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","06","23",1899-12-30 09:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_062598","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.19,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2731",34486,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","06","23",1899-12-30 09:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_062598","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 1",7.75,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2732",34487,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","06","23",1899-12-30 09:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_062598","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",8.19,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2733",34488,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","07","21",1899-12-30 10:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_072398","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jul 23 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NR",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2734",34489,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","07","21",1899-12-30 10:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_072398","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jul 23 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,24.2,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2735",34490,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","07","21",1899-12-30 10:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_072398","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.4,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 23 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2736",34491,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","07","21",1899-12-30 10:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_072398","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",8.13,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 23 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2737",34492,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","08","18",1899-12-30 15:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_082098","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NR",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2738",34493,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","08","18",1899-12-30 15:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_082098","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,14.6,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2739",34494,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","08","18",1899-12-30 15:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_082098","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.363,-88,"NR","Probability",0.05,-88,-88,"S",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2740",34495,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","08","18",1899-12-30 15:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_082098","samplewater","Not Recorded","7 days","Pimephales promelas","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2741",34496,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","08","18",1899-12-30 15:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_082098","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",7.7,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2742",34497,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","08","18",1899-12-30 15:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_082098","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",7.7,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2743",34498,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","09","16",1899-12-30 10:08:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_091798","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Sep 17 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,23.7,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2744",34499,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","09","16",1899-12-30 10:08:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_091798","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Sep 17 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.456,-88,"NR","Probability",0.05,-88,-88,"S",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2745",34500,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","09","16",1899-12-30 10:08:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_091798","samplewater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","initial",8.11,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 17 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2746",34501,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","10","21",1899-12-30 14:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_102198","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,28,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2747",34502,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","10","21",1899-12-30 14:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_102198","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2748",34503,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","10","21",1899-12-30 14:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_102198","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 1",7.77,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2749",34504,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","10","21",1899-12-30 14:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_102198","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",8.21,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2750",34505,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","10","21",1899-12-30 14:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_102298","samplewater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","Day 4",9.43,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 22 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2751",34506,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","11","16",1899-12-30 10:10:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_111898","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,16.1,-88,"NR","Probability",0.05,-88,-88,"S",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2752",34507,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","11","16",1899-12-30 10:10:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.355,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2753",34508,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","11","16",1899-12-30 10:10:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_111898","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.28,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2754",34509,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","11","16",1899-12-30 10:10:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.2,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"2755",34510,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River at Freeport (SVWQC)","1998","11","16",1899-12-30 10:10:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",8.23,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.45815,-121.502633,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
